chain_id	default_p_at_l	r02_p_at_l
2g39_A	0.1696969696969697	0.30505050505050507
3egl_B	0.2669172932330827	0.36466165413533835
4ypr_A	0.23661971830985915	0.2563380281690141
3p8l_A	0.06713780918727916	0.1413427561837456
2gaa_A	0.11550151975683891	0.13677811550151975
6d73_B	0.14705882352941177	0.20784313725490197
5zjg_A	0.06804733727810651	0.08579881656804733
4h4n_A	0.3548387096774194	0.27419354838709675
7byf_C	0.12280701754385964	0.07518796992481203
3ce9_A	0.3524355300859599	0.31805157593123207
4bxj_B	0.20392156862745098	0.2901960784313726
4ybf_A	0.10179640718562874	0.24550898203592814
2yst_A	0.37815126050420167	0.3865546218487395
3wdo_A	0.3090507726269316	0.3686534216335541
4kh8_A	0.0707395498392283	0.06109324758842444
5zlf_C	0.09090909090909091	0.1958041958041958
7ua3_A	0.11372549019607843	0.13333333333333333
3vz2_B	0.18655097613882862	0.2603036876355748
6fcv_B	0.41643835616438357	0.4712328767123288
2v73_A	0.2677595628415301	0.3879781420765027
4adf_M	0.4397905759162304	0.49214659685863876
6sl4_A	0.3333333333333333	0.43333333333333335
3uau_A	0.1511627906976744	0.17151162790697674
5az1_A	0.40978593272171254	0.42813455657492355
2fyh_A	0.22631578947368422	0.30526315789473685
3hp7_A	0.4290909090909091	0.43272727272727274
2dic_A	0.580952380952381	0.6190476190476191
6gic_B	0.2869198312236287	0.28270042194092826
7par_c	0.09523809523809523	0.10476190476190476
6ylh_0	0.27228915662650605	0.38072289156626504
1dlp_C	0.03418803418803419	0.042735042735042736
1p17_B	0.46568627450980393	0.47549019607843135
2je9_A	0.09663865546218488	0.09663865546218488
6z5s_W	0.35106382978723405	0.3723404255319149
2wew_A	0.01764705882352941	0.029411764705882353
7mf4_A	0.23921568627450981	0.30980392156862746
7bwg_A	0.3134020618556701	0.30103092783505153
2c1g_A	0.3307291666666667	0.3619791666666667
6g1o_A	0.23251028806584362	0.28189300411522633
4dbe_A	0.3286384976525822	0.43661971830985913
1ksk_A	0.1581196581196581	0.28205128205128205
6wtb_B	0.18823529411764706	0.19411764705882353
7n3z_A	0.2849604221635884	0.31398416886543534
6c33_A	0.23659305993690852	0.2618296529968454
3tf7_C	0.5732758620689655	0.6077586206896551
2waw_A	0.5353535353535354	0.5707070707070707
5kwy_C	0.41353383458646614	0.46616541353383456
3rf6_B	0.3096590909090909	0.3380681818181818
5vjv_A	0.3187919463087248	0.34563758389261745
6y98_A	0.14666666666666667	0.4711111111111111
6c76_A	0.3862433862433862	0.373015873015873
8gdl_A	0.12394366197183099	0.09859154929577464
7b1b_A	0.6803921568627451	0.6235294117647059
6n0z_B	0.16819571865443425	0.18042813455657492
2gzs_A	0.40160642570281124	0.4899598393574297
6zzh_AAA	0.08033240997229917	0.13019390581717452
3qbu_A	0.33448275862068966	0.41724137931034483
4l9a_A	0.41025641025641024	0.5347985347985348
6rxu_UU	0.33137254901960783	0.3627450980392157
7pug_A	0.2196078431372549	0.25882352941176473
2mti_A	0.17266187050359713	0.2589928057553957
5lq7_A	0.038834951456310676	0.0825242718446602
5fx8_U	0.23948220064724918	0.2168284789644013
5mhw_A	0.312625250501002	0.3246492985971944
3l0m_A	0.09146341463414634	0.09146341463414634
7mts_C	0.34299516908212563	0.3671497584541063
1hqz_1	0.2733812949640288	0.23741007194244604
4d6h_A	0.2568627450980392	0.2803921568627451
1ulv_A	0.21176470588235294	0.2529411764705882
8hil_H	0.07042253521126761	0.09154929577464789
3eli_A	0.2777777777777778	0.4166666666666667
4i1k_A	0.06779661016949153	0.1016949152542373
3vbc_A	0.41911764705882354	0.45588235294117646
5f4b_A	0.5838150289017341	0.6473988439306358
8jan_y	0.1346153846153846	0.14615384615384616
2ou5_A	0.2571428571428571	0.32
6ico_A	0.0872093023255814	0.10465116279069768
3t6o_A	0.5423728813559322	0.5508474576271186
4y0k_A	0.3358024691358025	0.4148148148148148
7eni_C	0.15079365079365079	0.16666666666666666
5tu5_A	0.12457912457912458	0.09427609427609428
1r4v_A	0.046357615894039736	0.052980132450331126
8glv_AH	0.6153846153846154	0.6758241758241759
8d7e_C	0.45390070921985815	0.5460992907801419
4wcw_C	0.26495726495726496	0.3162393162393162
2frg_P	0.5471698113207547	0.5849056603773585
7pv7_B	0.35490196078431374	0.3627450980392157
7l89_H	0.02631578947368421	0.07894736842105263
6oea_A	0.10852713178294573	0.027131782945736434
3ll9_B	0.2971887550200803	0.3895582329317269
3zvx_A	0.08677685950413223	0.30991735537190085
2yz2_A	0.38345864661654133	0.46616541353383456
3mcx_A	0.21350762527233116	0.2701525054466231
6u8y_J	0.3785310734463277	0.3672316384180791
6r02_C	0.08970976253298153	0.10290237467018469
6d04_A	0.24509803921568626	0.30980392156862746
7pkt_O	0.3411764705882353	0.46862745098039216
3qa9_A	0.5	0.5633802816901409
4hvz_A	0.38317757009345793	0.4532710280373832
3zri_A	0.07228915662650602	0.09036144578313253
1goj_A	0.05367231638418079	0.17231638418079095
4pr3_A	0.2097560975609756	0.37073170731707317
8fwj_L	0.3588235294117647	0.40588235294117647
4h2p_B	0.2884097035040431	0.38005390835579517
7fas_A	0.049019607843137254	0.047058823529411764
2hcz_X	0.12396694214876033	0.09917355371900827
4yer_A	0.3368421052631579	0.40350877192982454
2o6d_A	0.11392405063291139	0.1518987341772152
3al0_C	0.14901960784313725	0.15098039215686274
7s5s_B	0.13333333333333333	0.20606060606060606
5z9o_A	0.4289544235924933	0.46648793565683644
6ghq_A	0.43820224719101125	0.5093632958801498
6vee_A	0.1956521739130435	0.2608695652173913
3hmx_B	0.056818181818181816	0.07386363636363637
2ymv_A	0.20489296636085627	0.23853211009174313
1laf_E	0.4957983193277311	0.5672268907563025
4ehc_A	0.08928571428571429	0.225
4lq0_A	0.1476510067114094	0.17785234899328858
7jil_c	0.2037037037037037	0.2222222222222222
3ad9_C	0.06666666666666667	0.2512820512820513
3h1f_A	0.6178861788617886	0.6097560975609756
6ywe_e	0.1115702479338843	0.0743801652892562
5l2h_B	0.6224489795918368	0.7142857142857143
3nur_A	0.3901639344262295	0.42950819672131146
3hmc_A	0.43386243386243384	0.5079365079365079
3dtz_D	0.34977578475336324	0.38565022421524664
7qa5_A	0.5053763440860215	0.5268817204301075
8an0_A	0.13120567375886524	0.17375886524822695
7dn9_A	0.06688963210702341	0.07692307692307693
3eei_A	0.3852813852813853	0.45021645021645024
1u0s_A	0.5232558139534884	0.5348837209302325
8iyl_F	0.2018348623853211	0.3669724770642202
3hdx_A	0.24342105263157895	0.31140350877192985
4tkr_B	0.23655913978494625	0.2956989247311828
5u4q_A	0.514018691588785	0.5794392523364486
1vme_A	0.5024875621890548	0.48756218905472637
5z36_A	0.33116883116883117	0.35064935064935066
3ngf_B	0.5576923076923077	0.6115384615384616
4c9z_A	0.08290155440414508	0.07772020725388601
4fu4_A	0.27717391304347827	0.29347826086956524
5w21_A	0.30392156862745096	0.38823529411764707
1v5o_A	0.39215686274509803	0.39215686274509803
5wzr_A	0.2627450980392157	0.28431372549019607
4u5r_B	0.26973684210526316	0.19078947368421054
5ikl_B	0.3431372549019608	0.3568627450980392
5wlp_A	0.43448275862068964	0.5103448275862069
4k6n_A	0.11931818181818182	0.06818181818181818
8soi_B	0.10784313725490197	0.11176470588235295
4n4r_B	0.2847682119205298	0.423841059602649
4n58_A	0.15789473684210525	0.14661654135338345
5ywn_A	0.5255255255255256	0.5645645645645646
5zn7_B	0.1803921568627451	0.26666666666666666
3mvu_A	0.04	0.11555555555555555
5k1s_A	0.43854748603351956	0.40782122905027934
3hg7_A	0.44516129032258067	0.5064516129032258
4kha_A	0.08333333333333333	0.10277777777777777
3luy_A	0.3374233128834356	0.36809815950920244
4n4z_A	0.15857605177993528	0.1779935275080906
5i32_A	0.09663865546218488	0.17647058823529413
4ud1_A	0.06015037593984962	0.03759398496240601
1b1y_A	0.238	0.234
8u49_A	0.23333333333333334	0.3058823529411765
2qwu_A	0.03864734299516908	0.10144927536231885
1su2_A	0.3710691823899371	0.4276729559748428
7ena_r	0.06310679611650485	0.07766990291262135
7ayx_B	0.0707070707070707	0.12878787878787878
8cli_A	0.18627450980392157	0.1568627450980392
7vru_A	0.3440643863179074	0.3380281690140845
2o55_A	0.3700787401574803	0.48031496062992124
2hhg_A	0.44696969696969696	0.4015151515151515
1x9z_A	0.08791208791208792	0.06593406593406594
4c2u_A	0.2529411764705882	0.24509803921568626
3ber_A	0.3181818181818182	0.4090909090909091
3ido_A	0.3860759493670886	0.43670886075949367
4ux9_A	0.23615160349854228	0.3294460641399417
3hdp_A	0.2878787878787879	0.36363636363636365
5bz2_A	0.10416666666666667	0.09114583333333333
1gtd_B	0.2857142857142857	0.3333333333333333
4ixp_A	0.25149700598802394	0.32934131736526945
3kt9_A	0.1568627450980392	0.29411764705882354
6uca_D	0.3173076923076923	0.2860576923076923
8agg_A	0.18813905930470348	0.1329243353783231
4o9c_A	0.26463104325699743	0.26208651399491095
4krw_A	0.1791044776119403	0.2537313432835821
4lfk_C	0.5352112676056338	0.5
2dp9_A	0.07258064516129033	0.10483870967741936
1le7_A	0.016260162601626018	0.0
5yvq_B	0.1262135922330097	0.11650485436893204
2drv_B	0.16666666666666666	0.1919191919191919
1nmo_E	0.13765182186234817	0.20647773279352227
7x53_A	0.0665024630541872	0.1330049261083744
2n59_A	0.18811881188118812	0.07920792079207921
5gqz_A	0.37450980392156863	0.42549019607843136
5oa3_0	0.07933194154488518	0.07724425887265135
5vft_f	0.1803921568627451	0.17450980392156862
3a10_A	0.5948275862068966	0.603448275862069
2hek_A	0.08943089430894309	0.1111111111111111
1s5j_A	0.15098039215686274	0.20784313725490197
2y1r_J	0.18947368421052632	0.22105263157894736
3kw0_B	0.23857868020304568	0.2893401015228426
1qol_C	0.06936416184971098	0.23121387283236994
6gpa_A	0.535031847133758	0.6337579617834395
8q1b_a	0.11568627450980393	0.11176470588235295
4f7k_A	0.38992042440318303	0.4376657824933687
2mf9_A	0.3057324840764331	0.4394904458598726
2byo_A	0.16393442622950818	0.3005464480874317
8fky_NA	0.2066115702479339	0.2603305785123967
7ep5_A	0.38095238095238093	0.5079365079365079
5zr1_E	0.24130434782608695	0.25869565217391305
7zhj_U	0.32857142857142857	0.38571428571428573
8dp2_A	0.3789237668161435	0.4327354260089686
1pqz_A	0.23109243697478993	0.27310924369747897
6c9d_A	0.21176470588235294	0.29411764705882354
3mx2_B	0.058823529411764705	0.06470588235294118
7dxo_A	0.5606060606060606	0.553030303030303
2iop_D	0.14705882352941177	0.1980392156862745
3ozh_A	0.18518518518518517	0.23931623931623933
8f9y_A	0.13352272727272727	0.125
8bmx_C	0.34901960784313724	0.4176470588235294
2f6i_C	0.453551912568306	0.45901639344262296
2qzu_A	0.23225806451612904	0.2903225806451613
6ueh_A	0.378099173553719	0.44214876033057854
4mx8_A	0.33112582781456956	0.31456953642384106
7yo3_B	0.6183206106870229	0.5801526717557252
6yca_A	0.2692307692307692	0.34615384615384615
1i7q_A	0.045098039215686274	0.0784313725490196
3q64_A	0.3548387096774194	0.4838709677419355
4yxf_A	0.5304347826086957	0.6086956521739131
3hrd_A	0.15476190476190477	0.19285714285714287
3ugf_B	0.21372549019607842	0.3058823529411765
3fhw_A	0.33	0.48
8jmw_A	0.45098039215686275	0.515686274509804
8eqm_o	0.14285714285714285	0.07692307692307693
2c0z_A	0.3869346733668342	0.38190954773869346
8ikj_R	0.08627450980392157	0.11960784313725491
7skn_B	0.4246575342465753	0.5205479452054794
6lcp_B	0.03723404255319149	0.07712765957446809
6sbp_A	0.4190871369294606	0.4024896265560166
1k66_A	0.4228187919463087	0.5369127516778524
3eoq_B	0.21428571428571427	0.26108374384236455
2plc_A	0.22262773722627738	0.3284671532846715
6w6m_A	0.27427184466019416	0.3422330097087379
8pw4_A	0.12048192771084337	0.20481927710843373
2vri_A	0.13872832369942195	0.31213872832369943
1tdq_B	0.15079365079365079	0.16666666666666666
6tnh_A	0.15072463768115943	0.22608695652173913
4phz_B	0.0778688524590164	0.03278688524590164
2pgc_A	0.4782608695652174	0.4492753623188406
1v06_A	0.057971014492753624	0.06521739130434782
7r81_b1	0.08888888888888889	0.1037037037037037
8h94_A	0.21372549019607842	0.23921568627450981
2gcf_A	0.273972602739726	0.3698630136986301
4fmr_B	0.3755274261603376	0.32489451476793246
2gnp_A	0.31679389312977096	0.4198473282442748
3h12_A	0.4489795918367347	0.4719387755102041
3ge5_A	0.23863636363636365	0.3068181818181818
4q3g_A	0.6210045662100456	0.6210045662100456
1cfz_D	0.41358024691358025	0.5493827160493827
6d2c_A	0.08846153846153847	0.12692307692307692
5nik_D	0.34705882352941175	0.4147058823529412
1d8u_A	0.07272727272727272	0.07878787878787878
4r7f_A	0.16120906801007556	0.1385390428211587
7mc4_B	0.4246913580246914	0.4222222222222222
4htg_A	0.30132450331125826	0.3576158940397351
5h4s_A	0.08098591549295775	0.1056338028169014
3mru_A	0.22244897959183674	0.26326530612244897
2g02_A	0.26485148514851486	0.3069306930693069
8h24_A	0.7216828478964401	0.7216828478964401
8hs2_R	0.11846689895470383	0.13937282229965156
3mc8_A	0.2918287937743191	0.377431906614786
7f28_A	0.2857142857142857	0.3694581280788177
7zhj_V	0.12745098039215685	0.25980392156862747
2z4t_A	0.2515212981744422	0.30425963488843816
7xpx_K	0.05389221556886228	0.1317365269461078
8uua_v	0.4090909090909091	0.44019138755980863
8fjf_A	0.1968503937007874	0.2440944881889764
3wqm_A	0.20748299319727892	0.20408163265306123
4rzb_A	0.4124168514412417	0.4501108647450111
5lw6_A	0.19909502262443438	0.26244343891402716
3bde_A	0.41	0.43
5y0o_A	0.21014492753623187	0.27053140096618356
3ius_A	0.48936170212765956	0.5673758865248227
2arz_A	0.19747899159663865	0.2605042016806723
3gmf_A	0.32653061224489793	0.3163265306122449
7zsb_4	0.35947712418300654	0.3104575163398693
6lb9_A	0.09565217391304348	0.17971014492753623
6erc_A	0.0196078431372549	0.021568627450980392
3orj_A	0.3333333333333333	0.4149184149184149
8egs_Y	0.07450980392156863	0.10196078431372549
8q4h_A	0.04970178926441352	0.1550695825049702
4pg7_A	0.3482587064676617	0.35572139303482586
2okx_A	0.3509803921568627	0.48823529411764705
7t4d_A	0.08970099667774087	0.12956810631229235
3c25_A	0.10734463276836158	0.12994350282485875
5ldw_G	0.058823529411764705	0.09803921568627451
1m3u_A	0.42366412213740456	0.48854961832061067
1lkn_A	0.5393258426966292	0.5168539325842697
2fcr_A	0.6127167630057804	0.5722543352601156
5d16_A	0.08074534161490683	0.08695652173913043
5fmv_A	0.49002849002849	0.5527065527065527
4xuv_A	0.39759036144578314	0.42168674698795183
2qg8_A	0.1386861313868613	0.11678832116788321
7yoj_A	0.10196078431372549	0.11764705882352941
8djk_B	0.12455516014234876	0.1423487544483986
2mw1_A	0.1271186440677966	0.2033898305084746
1udx_A	0.2524271844660194	0.3106796116504854
8glk_F	0.3106267029972752	0.2670299727520436
3dmm_D	0.45528455284552843	0.43902439024390244
7o2w_A	0.06937799043062201	0.07416267942583732
5yrp_A	0.4107142857142857	0.4375
1vrf_A	0.06802721088435375	0.08163265306122448
7aoc_G	0.06875	0.0875
4qpj_B	0.20574162679425836	0.2727272727272727
7op9_G	0.27467811158798283	0.41630901287553645
7k7u_J	0.19786096256684493	0.1711229946524064
3b0y_A	0.3352941176470588	0.3784313725490196
7oc4_A	0.030848329048843187	0.033419023136246784
4as2_A	0.20795107033639143	0.29357798165137616
3ga2_A	0.33755274261603374	0.3881856540084388
4pfr_A	0.35294117647058826	0.38235294117647056
1v5y_A	0.1382488479262673	0.2350230414746544
2l3m_A	0.4788732394366197	0.5211267605633803
6gho_B	0.24452554744525548	0.3357664233576642
7y0d_B	0.0838150289017341	0.10982658959537572
7c9m_C	0.4461538461538462	0.47307692307692306
4qt8_C	0.2597402597402597	0.2943722943722944
5nw4_b	0.0	0.0
6ptv_D	0.07874015748031496	0.10761154855643044
7f2j_A	0.38461538461538464	0.46153846153846156
6tdw_B	0.2324159021406728	0.26605504587155965
5ybe_A	0.594488188976378	0.610236220472441
3p1y_A	0.09872611464968153	0.09872611464968153
5yhv_A	0.38071065989847713	0.38071065989847713
5n9z_I	0.08633093525179857	0.09352517985611511
3zid_A	0.3888888888888889	0.4305555555555556
1yoa_A	0.23270440251572327	0.3018867924528302
2y2l_B	0.15546218487394958	0.15546218487394958
3hrd_B	0.12121212121212122	0.21818181818181817
3p02_A	0.21035598705501618	0.19741100323624594
5myj_BP	0.17164179104477612	0.09701492537313433
5dwa_A	0.08273381294964029	0.18345323741007194
2ox4_C	0.42065491183879095	0.40554156171284633
2q83_A	0.21084337349397592	0.3253012048192771
6ve1_C	0.4701492537313433	0.5261194029850746
3lyd_B	0.2	0.35
2fzv_B	0.5182186234817814	0.5789473684210527
1zjr_A	0.38071065989847713	0.4619289340101523
1wxu_A	0.22580645161290322	0.27956989247311825
3ttd_A	0.09019607843137255	0.056862745098039215
4ldn_A	0.2459016393442623	0.4180327868852459
7exz_A	0.4012345679012346	0.46296296296296297
8pql_H	0.38235294117647056	0.4176470588235294
6b1v_A	0.19911504424778761	0.27654867256637167
8fem_A	0.5474006116207951	0.6330275229357798
7mku_A	0.33112582781456956	0.30132450331125826
3hc1_A	0.16778523489932887	0.15436241610738255
4l92_B	0.11508951406649616	0.2710997442455243
4oi6_A	0.4691358024691358	0.5679012345679012
1b9r_A	0.2	0.23809523809523808
2km1_A	0.29914529914529914	0.4188034188034188
5fq8_F	0.1506849315068493	0.0821917808219178
3lmd_A	0.08832807570977919	0.14195583596214512
6sgf_B	0.44696969696969696	0.553030303030303
3ivd_A	0.3166332665330661	0.4088176352705411
8c81_E	0.07058823529411765	0.08627450980392157
5b4a_B	0.3967611336032389	0.4574898785425101
2gu0_A	0.06312292358803986	0.09302325581395349
7u8t_B	0.07647058823529412	0.17254901960784313
5m6g_A	0.34901960784313724	0.38235294117647056
5dqs_D	0.09195402298850575	0.13793103448275862
1os1_A	0.10588235294117647	0.1450980392156863
6lsu_A	0.35490196078431374	0.3843137254901961
2bkp_A	0.23195876288659795	0.31958762886597936
2zg6_B	0.3694581280788177	0.39901477832512317
7ccm_C	0.09523809523809523	0.09523809523809523
4j15_A	0.18329466357308585	0.20649651972157773
2q5r_A	0.389937106918239	0.4371069182389937
4afh_A	0.06103286384976526	0.056338028169014086
3kkw_A	0.4819277108433735	0.5180722891566265
2yhg_A	0.34306569343065696	0.44768856447688565
1ee9_A	0.35331230283911674	0.3501577287066246
3dzm_A	0.42788461538461536	0.41346153846153844
7ohi_A	0.096	0.22
4ej0_A	0.4696969696969697	0.5272727272727272
2eja_A	0.39762611275964393	0.43026706231454004
2r3v_A	0.14102564102564102	0.16153846153846155
2n2t_A	0.4880952380952381	0.5476190476190477
6lbj_B	0.11280487804878049	0.12195121951219512
3cg4_A	0.6111111111111112	0.6190476190476191
3cew_A	0.5508474576271186	0.5677966101694916
6l4h_A	0.5570934256055363	0.6055363321799307
4itr_A	0.11705685618729098	0.11371237458193979
4bwv_A	0.22026431718061673	0.4052863436123348
2w1k_A	0.23444976076555024	0.2679425837320574
1dml_E	0.10181818181818182	0.10181818181818182
2cqv_A	0.6666666666666666	0.6929824561403509
3rt0_A	0.2804878048780488	0.3201219512195122
7ole_J	0.010964912280701754	0.008771929824561403
4gqz_B	0.2795031055900621	0.36024844720496896
5a6k_A	0.2529411764705882	0.3352941176470588
5xdl_A	0.2671232876712329	0.3458904109589041
1ao8_A	0.21604938271604937	0.25925925925925924
6ici_A	0.18235294117647058	0.24705882352941178
5c2b_H	0.44398340248962653	0.47717842323651455
4i9f_B	0.2985507246376812	0.4318840579710145
6muk_A	0.2837465564738292	0.31955922865013775
4ot9_A	0.5436241610738255	0.6040268456375839
